/opt/drive_data/IMG/center_2019_12_18_13_07_31_958.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_31_958.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_31_958.jpg,0,0,0,7.24091E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_045.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_045.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_045.jpg,0,0,0,5.478218E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_126.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_126.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_126.jpg,0,0,0,4.172152E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_209.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_209.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_209.jpg,0,0,0,1.643481E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_293.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_293.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_293.jpg,0,0,0,2.842991E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_375.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_375.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_375.jpg,0,0,0,2.791612E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_460.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_460.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_460.jpg,0,0,0,1.658297E-05
/opt/drive_data/IMG/center_2019_12_18_13_07_32_550.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_550.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_550.jpg,0,0,0,4.143081E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_640.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_640.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_640.jpg,0,0,0,9.66641E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_735.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_735.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_735.jpg,0,0,0,1.118959E-05
/opt/drive_data/IMG/center_2019_12_18_13_07_32_826.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_826.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_826.jpg,0,0,0,1.265257E-05
/opt/drive_data/IMG/center_2019_12_18_13_07_32_910.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_910.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_910.jpg,0,0,0,7.464803E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_32_996.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_32_996.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_32_996.jpg,0,0,0,3.865957E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_33_081.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_33_081.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_33_081.jpg,0,0,0,5.476028E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_33_163.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_33_163.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_33_163.jpg,0,0,0,1.469624E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_33_246.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_33_246.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_33_246.jpg,0,0,0,5.81016E-06
/opt/drive_data/IMG/center_2019_12_18_13_07_33_327.jpg,/opt/drive_data/IMG/left_2019_12_18_13_07_33_327.jpg,/opt/drive_data/IMG/right_2019_12_18_13_07_33_327.jpg,0,0,0,4.485319E-06
